date,borough,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,new_cases,total_cases,new_deaths,total_deaths
2020-07-05,Kensington And Chelsea,-73,-17,36,-65,-25,,0,560,0,93
2020-07-05,Newham,-45,-15,245,-41,-24,6,1,1263,0,207
2020-07-05,Hillingdon,-48,-21,139,-73,-19,6,3,1103,0,214
2020-07-05,Hammersmith And Fulham,-67,-27,100,-54,-23,7,3,751,1,110
2020-07-05,Havering,-48,-13,84,-31,-10,5,0,934,0,209
2020-07-05,Croydon,-46,-16,128,-39,-15,6,2,1841,0,359
2020-07-05,Haringey,-43,-21,95,-40,-30,6,2,738,0,177
2020-07-05,Barking And Dagenham,-41,-14,99,-26,-21,5,0,706,0,110
2020-07-05,Tower Hamlets,-53,-31,5,-46,-24,7,3,792,0,121
2020-07-05,Harrow,-45,-17,147,-33,-14,6,1,1287,0,299
2020-07-05,Hounslow,-35,-15,75,-30,-27,7,2,1054,1,191
2020-07-05,Lambeth,-62,-18,53,-52,-21,6,1,1358,0,245
2020-07-05,Richmond Upon Thames,-40,-13,79,-36,-13,6,1,539,0,110
2020-07-05,Enfield,-40,-15,90,-26,-17,6,1,1181,1,238
2020-07-05,City Of London,-84,-52,-56,-66,,,6,807,0,166
2020-07-05,Wandsworth,-48,-20,106,-46,-19,6,2,1145,0,175
2020-07-05,Greenwich,-51,-13,58,-37,-19,6,2,950,0,174
2020-07-05,Merton,-39,-22,106,-42,-18,6,1,941,0,161
2020-07-05,Bexley,-48,-15,80,-27,-17,6,5,1038,0,178
2020-07-05,Bromley,-46,-21,67,-34,-12,6,1,1514,0,253
2020-07-05,Ealing,-38,-11,108,-41,-22,6,3,1554,0,258
2020-07-05,Westminster,-75,-40,-33,-71,-22,7,0,769,0,129
2020-07-05,Brent,-42,-10,141,-34,-24,6,3,1746,0,377
2020-07-05,Waltham Forest,-34,-16,118,-35,-22,5,0,1013,0,190
2020-07-05,Southwark,-54,-21,44,-53,-23,7,0,1441,0,164
2020-07-05,Barnet,-40,-15,145,-36,-21,6,4,1574,0,326
2020-07-05,Sutton,-45,-20,94,-32,-7,5,0,997,0,137
2020-07-04,Westminster,-79,-45,-55,-73,-25,10,1,769,1,129
2020-07-04,Bexley,-46,-11,52,-30,-15,9,0,1033,0,178
2020-07-04,Hounslow,-42,-14,21,-34,-25,10,0,1052,0,190
2020-07-04,Richmond Upon Thames,-50,-11,17,-45,-17,10,1,538,0,110
2020-07-04,Lambeth,-61,-13,2,-52,-26,9,0,1357,0,245
2020-07-04,Tower Hamlets,-58,-23,-32,-51,-28,10,2,789,0,121
2020-07-04,Lewisham,-43,-6,49,-39,-26,9,0,1191,0,226
2020-07-04,Greenwich,-52,-11,2,-38,-22,9,1,948,0,174
2020-07-04,Bromley,-47,-17,29,-39,-18,9,1,1513,0,253
2020-07-04,Croydon,-48,-12,69,-43,-18,9,0,1839,0,359
2020-07-04,Southwark,-57,-22,-4,-53,-27,10,0,1441,0,164
2020-07-04,Havering,-47,-14,32,-31,-16,8,2,934,0,209
2020-07-04,City Of London,-85,-54,-69,-68,,,0,801,0,166
2020-07-04,Kensington And Chelsea,-75,-22,-7,-68,-24,10,0,560,0,93
2020-07-04,Barnet,-43,-16,61,-39,-25,9,1,1570,0,326
2020-07-04,Harrow,-49,-15,82,-38,-19,10,3,1286,0,299
2020-07-04,Hammersmith And Fulham,-69,-23,62,-55,-28,10,0,748,0,109
2020-07-04,Ealing,-40,-11,67,-42,-24,10,1,1551,0,258
2020-07-04,Waltham Forest,-37,-14,47,-37,-27,9,2,1013,0,190
2020-07-04,Sutton,-45,-20,29,-39,-14,8,0,997,0,137
2020-07-04,Kingston Upon Thames,-51,-19,74,-39,-15,10,1,738,0,110
2020-07-04,Camden,-73,-39,4,-69,-26,10,0,688,0,126
2020-07-04,Enfield,-38,-13,38,-29,-19,8,3,1180,0,237
2020-07-04,Newham,-53,-13,120,-44,-27,9,2,1262,0,207
2020-07-04,Hillingdon,-49,-16,79,-72,-20,10,3,1100,0,214
2020-07-04,Redbridge,-41,-11,44,-40,-18,9,1,1105,0,228
2020-07-04,Merton,-42,-16,34,-46,-23,9,0,940,0,161
2020-07-04,Islington,-69,-14,67,-54,-22,9,0,532,0,104
2020-07-04,Haringey,-45,-16,53,-41,-32,9,3,736,0,177
2020-07-04,Wandsworth,-51,-14,56,-49,-24,9,2,1143,0,175
2020-07-04,Brent,-44,-12,73,-36,-27,10,2,1743,0,377
2020-07-04,Hackney,-57,-8,63,-45,-23,9,0,801,0,166
2020-07-04,Barking And Dagenham,-40,-7,55,-26,-20,7,0,706,0,110
2020-07-03,Hammersmith And Fulham,-67,-19,67,-60,-63,25,2,748,0,109
2020-07-03,Merton,-43,-10,75,-53,-55,21,1,940,0,161
2020-07-03,Brent,-41,-4,118,-42,-49,19,0,1741,0,377
2020-07-03,Redbridge,-38,-5,135,-46,-52,19,3,1104,0,228
2020-07-03,Croydon,-44,-7,124,-51,-52,20,1,1839,0,359
2020-07-03,Westminster,-83,-44,-42,-75,-64,24,1,768,0,128
2020-07-03,Kingston Upon Thames,-50,-14,,-53,-58,22,1,737,0,110
2020-07-03,City Of London,-92,-71,-69,-80,-72,,3,801,0,166
2020-07-03,Richmond Upon Thames,-50,-5,84,-55,-64,24,0,537,0,110
2020-07-03,Hackney,-58,5,122,-49,-59,22,3,801,0,166
2020-07-03,Harrow,-47,-9,110,-51,-50,21,0,1283,0,299
2020-07-03,Bromley,-45,-10,78,-50,-58,22,0,1512,0,253
2020-07-03,Islington,-74,-18,84,-68,-69,28,1,532,0,104
2020-07-03,Newham,-46,-6,261,-50,-52,18,0,1260,0,207
2020-07-03,Lambeth,-65,-10,48,-64,-62,25,1,1357,0,245
2020-07-03,Barking And Dagenham,-39,-3,97,-37,-43,16,0,706,0,110
2020-07-03,Haringey,-38,-9,122,-47,-57,21,0,733,0,177
2020-07-03,Waltham Forest,-34,-7,80,-45,-53,20,1,1011,0,190
2020-07-03,Bexley,-45,-6,96,-47,-51,20,0,1033,1,178
2020-07-03,Wandsworth,-49,-8,95,-52,-65,26,4,1141,0,175
2020-07-03,Ealing,-37,-7,100,-51,-51,20,3,1550,0,258
2020-07-03,Tower Hamlets,-68,-17,-14,-58,-67,26,1,787,0,121
2020-07-03,Camden,-77,-35,31,-73,-68,26,0,688,0,126
2020-07-03,Sutton,-46,-11,80,-54,-52,20,0,997,0,137
2020-07-03,Lewisham,-39,5,117,-47,-61,23,0,1191,0,226
2020-07-03,Enfield,-35,-6,78,-39,-46,17,1,1177,0,237
2020-07-03,Hillingdon,-50,-10,90,-72,-51,20,3,1097,0,214
2020-07-03,Kensington And Chelsea,-71,-9,16,-63,-62,23,1,560,0,93
2020-07-03,Southwark,-61,-16,7,-62,-63,25,3,1441,0,164
2020-07-03,Barnet,-40,-8,127,-46,-54,21,2,1569,0,326
2020-07-03,Hounslow,-39,-11,76,-47,-50,20,1,1052,0,190
2020-07-03,Havering,-44,-9,71,-45,-50,19,3,932,0,209
2020-07-03,Greenwich,-46,-3,66,-42,-55,21,1,947,0,174
2020-07-02,Waltham Forest,-32,-8,64,-47,-55,21,0,1010,0,190
2020-07-02,City Of London,-93,-75,-78,-83,-74,,2,798,0,166
2020-07-02,Bexley,-41,-6,44,-51,-52,20,2,1033,0,177
2020-07-02,Southwark,-60,-20,-12,-67,-65,26,2,1438,0,164
2020-07-02,Barnet,-39,-11,103,-50,-57,22,2,1567,0,326
2020-07-02,Brent,-39,-9,96,-47,-51,20,1,1741,0,377
2020-07-02,Hackney,-58,-6,58,-56,-61,24,2,798,0,166
2020-07-02,Kingston Upon Thames,-50,-15,,-56,-61,24,1,736,0,110
2020-07-02,Merton,-41,-10,45,-58,-58,24,1,939,0,161
2020-07-02,Barking And Dagenham,-38,-7,61,-41,-45,16,0,706,0,110
2020-07-02,Westminster,-83,-49,-53,-78,-67,26,1,767,0,128
2020-07-02,Tower Hamlets,-71,-25,-32,-66,-69,28,1,786,0,121
2020-07-02,Camden,-79,-41,-6,-77,-71,28,0,688,0,126
2020-07-02,Newham,-48,-11,164,-57,-54,19,3,1260,0,207
2020-07-02,Hillingdon,-48,-11,91,-73,-52,21,5,1094,0,214
2020-07-02,Redbridge,-37,-10,76,-52,-54,21,1,1101,0,228
2020-07-02,Hammersmith And Fulham,-65,-23,41,-62,-65,26,1,746,0,109
2020-07-02,Richmond Upon Thames,-53,-6,56,-59,-66,27,1,537,0,110
2020-07-02,Hounslow,-38,-12,67,-51,-52,21,3,1051,1,190
2020-07-02,Havering,-42,-9,43,-51,-52,20,1,929,0,209
2020-07-02,Islington,-76,-25,37,-72,-71,30,1,531,0,104
2020-07-02,Wandsworth,-49,-12,47,-58,-68,29,2,1137,0,175
2020-07-02,Kensington And Chelsea,-70,-13,9,-66,-64,24,0,559,0,93
2020-07-02,Haringey,-39,-12,76,-51,-59,23,0,733,0,177
2020-07-02,Croydon,-43,-7,77,-56,-54,22,1,1838,0,359
2020-07-02,Enfield,-35,-10,45,-45,-49,18,2,1176,0,237
2020-07-02,Lambeth,-63,-14,17,-70,-65,27,1,1356,0,245
2020-07-02,Lewisham,-40,2,88,-56,-62,25,0,1191,0,226
2020-07-02,Greenwich,-41,-7,31,-49,-57,23,1,946,0,174
2020-07-02,Bromley,-44,-10,42,-56,-60,24,2,1512,0,253
2020-07-02,Ealing,-37,-8,91,-55,-53,21,2,1547,0,258
2020-07-02,Harrow,-45,-13,90,-56,-52,21,2,1283,0,299
2020-07-02,Sutton,-44,-10,42,-59,-54,22,1,997,1,137
2020-07-01,Hammersmith And Fulham,-66,-22,46,-61,-64,25,1,745,0,109
2020-07-01,Westminster,-83,-48,-49,-78,-66,25,1,766,0,128
2020-07-01,Kingston Upon Thames,-48,-19,,-58,-60,24,1,735,0,110
2020-07-01,Richmond Upon Thames,-53,-13,47,-60,-66,26,1,536,0,110
2020-07-01,Barking And Dagenham,-38,-9,80,-42,-44,16,2,706,0,110
2020-07-01,Kensington And Chelsea,-70,-13,6,-65,-63,24,0,559,0,93
2020-07-01,Harrow,-44,-13,112,-53,-52,21,0,1281,0,299
2020-07-01,Greenwich,-44,-5,33,-48,-57,22,0,945,0,174
2020-07-01,Lewisham,-37,-1,82,-54,-62,24,0,1191,0,226
2020-07-01,Tower Hamlets,-69,-23,-22,-64,-68,27,0,785,1,121
2020-07-01,Camden,-77,-40,6,-76,-70,27,1,688,0,126
2020-07-01,Hounslow,-38,-13,62,-52,-52,20,4,1048,0,189
2020-07-01,Newham,-49,-10,227,-55,-54,19,5,1257,0,207
2020-07-01,Lambeth,-63,-15,23,-69,-64,26,1,1355,0,245
2020-07-01,Croydon,-43,-12,70,-56,-53,21,0,1837,0,359
2020-07-01,Hillingdon,-48,-13,92,-71,-52,20,3,1089,0,214
2020-07-01,Haringey,-38,-10,82,-54,-59,22,1,733,0,177
2020-07-01,Bexley,-42,-9,66,-51,-52,20,1,1031,0,177
2020-07-01,Southwark,-59,-21,-3,-66,-65,26,1,1436,0,164
2020-07-01,Sutton,-42,-15,39,-58,-54,21,1,996,0,136
2020-07-01,Wandsworth,-49,-12,59,-58,-67,28,0,1135,0,175
2020-07-01,City Of London,-92,-75,-74,-82,-71,,3,796,0,166
2020-07-01,Islington,-74,-24,55,-71,-71,29,1,530,0,104
2020-07-01,Barnet,-38,-11,117,-49,-56,22,2,1565,0,326
2020-07-01,Brent,-38,-8,115,-46,-50,19,3,1740,0,377
2020-07-01,Bromley,-45,-12,39,-55,-60,24,0,1510,0,253
2020-07-01,Havering,-41,-10,62,-50,-52,19,1,928,0,209
2020-07-01,Hackney,-55,-5,89,-58,-61,24,3,796,0,166
2020-07-01,Redbridge,-40,-9,115,-52,-54,20,2,1100,0,228
2020-07-01,Ealing,-35,-8,80,-54,-52,21,3,1545,0,258
2020-07-01,Waltham Forest,-29,-8,74,-49,-55,20,1,1010,0,190
2020-07-01,Enfield,-34,-9,76,-46,-47,18,1,1174,0,237
2020-07-01,Merton,-44,-13,45,-57,-57,23,2,938,0,161
2020-06-30,Hammersmith And Fulham,-65,-23,34,-64,-66,26,3,744,0,109
2020-06-30,City Of London,-93,-76,-78,-83,-74,,3,793,0,166
2020-06-30,Hackney,-55,-4,77,-57,-61,24,3,793,0,166
2020-06-30,Kensington And Chelsea,-70,-14,0,-67,-63,25,1,559,0,93
2020-06-30,Enfield,-34,-8,52,-43,-48,18,2,1173,0,237
2020-06-30,Hounslow,-38,-14,57,-53,-53,21,2,1044,0,189
2020-06-30,Havering,-39,-11,34,-50,-52,19,1,927,0,209
2020-06-30,Islington,-73,-25,46,-71,-71,29,1,529,0,104
2020-06-30,Croydon,-45,-13,42,-58,-55,22,2,1837,0,359
2020-06-30,Harrow,-43,-12,84,-54,-53,21,1,1281,0,299
2020-06-30,Hillingdon,-48,-13,69,-75,-53,21,6,1086,0,214
2020-06-30,Greenwich,-41,-7,24,-49,-57,22,1,945,0,174
2020-06-30,Redbridge,-37,-9,91,-52,-54,20,5,1098,0,228
2020-06-30,Ealing,-37,-9,79,-55,-53,21,0,1542,0,258
2020-06-30,Wandsworth,-50,-15,41,-60,-68,29,1,1135,0,175
2020-06-30,Barnet,-39,-13,114,-50,-57,22,1,1563,0,326
2020-06-30,Brent,-37,-8,97,-47,-51,19,2,1737,0,377
2020-06-30,Sutton,-44,-17,23,-59,-55,23,0,995,0,136
2020-06-30,Bromley,-45,-13,16,-58,-61,24,2,1510,0,253
2020-06-30,Southwark,-60,-22,-12,-67,-65,27,0,1435,0,164
2020-06-30,Bexley,-42,-11,25,-53,-53,21,4,1030,0,177
2020-06-30,Tower Hamlets,-69,-23,-26,-65,-69,28,1,785,0,120
2020-06-30,Waltham Forest,-32,-10,61,-45,-55,21,0,1009,0,190
2020-06-30,Lambeth,-63,-16,16,-70,-65,27,1,1354,0,245
2020-06-30,Merton,-43,-13,37,-58,-59,24,0,936,0,161
2020-06-30,Westminster,-83,-48,-51,-78,-67,26,0,765,0,128
2020-06-30,Kingston Upon Thames,-51,-19,,-57,-62,24,1,734,0,110
2020-06-30,Haringey,-37,-9,89,-52,-59,22,0,732,0,177
2020-06-30,Barking And Dagenham,-36,-8,76,-41,-45,17,2,704,0,110
2020-06-30,Camden,-78,-40,-1,-76,-71,27,0,687,0,126
2020-06-30,Newham,-43,-9,187,-55,-54,20,6,1252,0,207
2020-06-30,Richmond Upon Thames,-55,-11,31,-62,-67,26,1,535,1,110
2020-06-30,Lewisham,-41,-2,65,-55,-63,25,2,1191,0,226
2020-06-29,Hammersmith And Fulham,-60,-23,57,-62,-66,26,0,741,0,109
2020-06-29,Merton,-42,-9,68,-56,-57,22,1,936,0,161
2020-06-29,Greenwich,-38,-5,41,-43,-57,21,1,944,0,174
2020-06-29,Croydon,-39,-11,116,-54,-53,20,0,1835,0,359
2020-06-29,Camden,-79,-38,23,-75,-71,26,1,687,0,126
2020-06-29,Newham,-43,-10,140,-53,-53,19,1,1246,0,207
2020-06-29,Havering,-37,-12,47,-48,-52,18,2,926,0,209
2020-06-29,Islington,-74,-25,54,-68,-71,28,2,528,0,104
2020-06-29,Tower Hamlets,-67,-23,-16,-63,-68,26,1,784,0,120
2020-06-29,Barnet,-38,-8,113,-49,-56,21,3,1562,0,326
2020-06-29,Sutton,-43,-12,76,-57,-54,21,0,995,0,136
2020-06-29,Lewisham,-37,-2,98,-54,-63,23,1,1189,0,226
2020-06-29,Lambeth,-62,-15,33,-69,-64,25,1,1353,0,245
2020-06-29,Harrow,-40,-13,114,-53,-52,20,1,1280,1,299
2020-06-29,Bromley,-42,-10,56,-54,-60,22,2,1508,0,253
2020-06-29,Redbridge,-36,-7,109,-51,-53,19,6,1093,0,228
2020-06-29,Kensington And Chelsea,-70,-12,15,-65,-63,23,0,558,0,93
2020-06-29,Barking And Dagenham,-36,-8,84,-40,-44,15,2,702,0,110
2020-06-29,Enfield,-30,-6,83,-41,-48,17,4,1171,0,237
2020-06-29,Haringey,-37,-9,99,-50,-58,22,0,732,0,177
2020-06-29,Ealing,-34,-7,99,-54,-52,19,7,1542,0,258
2020-06-29,Hackney,-56,-5,89,-56,-62,23,0,790,0,166
2020-06-29,Richmond Upon Thames,-50,-11,47,-59,-66,25,0,534,0,109
2020-06-29,Bexley,-40,-12,70,-49,-52,19,0,1026,0,177
2020-06-29,Southwark,-57,-20,5,-65,-65,25,6,1435,0,164
2020-06-29,Hillingdon,-47,-12,103,-76,-52,19,3,1080,0,214
2020-06-29,Wandsworth,-52,-11,55,-57,-68,27,1,1134,0,175
2020-06-29,Brent,-39,-7,139,-46,-50,18,1,1735,0,377
2020-06-29,Waltham Forest,-29,-9,71,-47,-55,20,8,1009,0,190
2020-06-29,Kingston Upon Thames,-47,-12,,-54,-61,23,0,733,0,110
2020-06-29,City Of London,-93,-74,-74,-82,-74,,0,790,0,166
2020-06-29,Westminster,-83,-46,-39,-77,-67,25,4,765,0,128
2020-06-29,Hounslow,-35,-10,66,-50,-52,20,0,1042,0,189
2020-06-28,Kensington And Chelsea,-77,-18,20,-68,-30,,0,558,0,93
2020-06-28,Harrow,-57,-19,74,-39,-16,8,1,1279,0,298
2020-06-28,Barking And Dagenham,-49,-18,56,-32,-21,7,0,700,0,110
2020-06-28,Hillingdon,-56,-24,86,-77,-21,8,3,1077,0,214
2020-06-28,Hounslow,-45,-14,48,-38,-28,9,2,1042,0,189
2020-06-28,City Of London,-90,-52,-64,-73,,,2,790,0,166
2020-06-28,Greenwich,-61,-15,25,-39,-23,9,1,943,0,174
2020-06-28,Lambeth,-72,-21,17,-58,-25,9,0,1352,0,245
2020-06-28,Lewisham,-51,-13,80,-47,-24,8,0,1188,0,226
2020-06-28,Barnet,-50,-17,86,-44,-23,9,1,1559,0,326
2020-06-28,Wandsworth,-61,-21,77,-49,-21,9,0,1133,0,175
2020-06-28,Islington,-76,-20,75,-63,-20,9,0,526,0,104
2020-06-28,Havering,-54,-13,48,-39,-12,7,0,924,0,209
2020-06-28,Kingston Upon Thames,-55,-20,75,-37,-24,8,0,733,0,110
2020-06-28,Westminster,-85,-48,-42,-77,-29,11,0,761,0,128
2020-06-28,Haringey,-55,-22,48,-48,-32,9,1,732,0,177
2020-06-28,Hammersmith And Fulham,-67,-30,58,-62,-27,9,0,741,0,109
2020-06-28,Bexley,-55,-20,60,-34,-16,8,1,1026,0,177
2020-06-28,Ealing,-47,-11,69,-48,-24,9,2,1535,0,258
2020-06-28,Tower Hamlets,-66,-35,-16,-53,-27,9,0,783,0,120
2020-06-28,Hackney,-65,-12,78,-50,-17,8,2,790,0,166
2020-06-28,Sutton,-60,-20,49,-39,-10,7,0,995,0,136
2020-06-28,Redbridge,-50,-15,118,-43,-17,7,1,1087,0,228
2020-06-28,Camden,-80,-41,37,-72,-30,10,0,686,0,126
2020-06-28,Richmond Upon Thames,-56,-17,47,-40,-18,8,0,534,0,109
2020-06-28,Southwark,-65,-24,13,-55,-27,10,1,1429,0,164
2020-06-28,Newham,-53,-20,92,-49,-26,8,1,1245,0,207
2020-06-28,Brent,-57,-17,78,-40,-26,9,2,1734,0,377
2020-06-28,Croydon,-55,-18,97,-42,-17,8,0,1835,1,359
2020-06-28,Bromley,-58,-15,51,-39,-14,8,0,1506,0,253
2020-06-28,Waltham Forest,-47,-20,66,-41,-26,8,2,1001,0,190
2020-06-28,Merton,-52,-20,63,-49,-21,8,1,935,0,161
2020-06-28,Enfield,-51,-14,40,-36,-19,8,0,1167,0,237
2020-06-27,Brent,-54,-11,63,-40,-31,12,0,1732,0,377
2020-06-27,Newham,-57,-11,62,-49,-30,11,2,1244,0,207
2020-06-27,City Of London,-92,-57,-77,-76,,,0,788,0,166
2020-06-27,Hillingdon,-56,-15,54,-77,-25,12,1,1074,0,214
2020-06-27,Camden,-83,-43,-7,-73,-35,14,0,686,0,126
2020-06-27,Croydon,-55,-11,65,-47,-24,11,0,1835,0,358
2020-06-27,Wandsworth,-63,-11,63,-50,-33,13,0,1133,0,175
2020-06-27,Tower Hamlets,-69,-23,-32,-55,-34,14,2,783,0,120
2020-06-27,Hackney,-70,-6,72,-52,-29,12,0,788,0,166
2020-06-27,Hounslow,-48,-11,13,-43,-29,12,0,1040,0,189
2020-06-27,Bexley,-53,-10,30,-36,-22,11,0,1025,0,177
2020-06-27,Barnet,-50,-13,45,-44,-31,12,0,1558,0,326
2020-06-27,Bromley,-56,-15,9,-47,-25,12,1,1506,0,253
2020-06-27,Hammersmith And Fulham,-70,-24,52,-62,-35,13,5,741,0,109
2020-06-27,Enfield,-47,-11,20,-37,-24,11,3,1167,0,237
2020-06-27,Havering,-54,-16,11,-39,-21,11,2,924,0,209
2020-06-27,Islington,-79,-10,46,-61,-31,14,1,526,0,104
2020-06-27,Ealing,-47,-9,50,-47,-30,12,2,1533,0,258
2020-06-27,Redbridge,-48,-10,38,-47,-24,11,2,1086,0,228
2020-06-27,Greenwich,-57,-10,-13,-39,-28,11,0,942,0,174
2020-06-27,Merton,-53,-11,33,-52,-28,12,2,934,0,161
2020-06-27,Waltham Forest,-46,-14,20,-41,-32,11,1,999,0,190
2020-06-27,Westminster,-88,-49,-56,-77,-34,14,0,761,0,128
2020-06-27,Kensington And Chelsea,-80,-21,-12,-69,-32,,0,558,0,93
2020-06-27,Southwark,-66,-23,-7,-58,-32,13,2,1428,0,164
2020-06-27,Haringey,-54,-17,29,-47,-38,13,1,731,0,177
2020-06-27,Harrow,-56,-17,57,-46,-25,12,3,1278,0,298
2020-06-27,Sutton,-57,-19,7,-47,-19,11,0,995,0,136
2020-06-27,Richmond Upon Thames,-62,-14,0,-49,-27,13,1,534,0,109
2020-06-27,Kingston Upon Thames,-59,-17,33,-46,-24,12,0,733,0,110
2020-06-27,Lewisham,-50,-3,45,-46,-32,12,0,1188,0,226
2020-06-27,Lambeth,-72,-13,-4,-59,-33,12,0,1352,0,245
2020-06-27,Barking And Dagenham,-45,-7,37,-30,-23,9,1,700,0,110
2020-06-26,Greenwich,-50,3,83,-39,-56,21,0,942,0,174
2020-06-26,Richmond Upon Thames,-52,-4,101,-52,-65,24,0,533,0,109
2020-06-26,Brent,-48,-2,178,-42,-50,19,4,1732,0,377
2020-06-26,Southwark,-63,-15,37,-62,-64,25,1,1426,0,164
2020-06-26,Lambeth,-68,-6,89,-66,-63,25,1,1352,0,245
2020-06-26,Hackney,-61,10,234,-51,-60,21,1,788,0,166
2020-06-26,Hounslow,-41,-4,95,-48,-52,20,2,1040,0,189
2020-06-26,Harrow,-51,-7,149,-51,-52,21,0,1275,0,298
2020-06-26,Bromley,-50,-6,81,-52,-60,23,1,1505,0,253
2020-06-26,Westminster,-87,-44,-29,-76,-66,25,2,761,0,128
2020-06-26,Havering,-49,-8,55,-45,-52,19,1,922,0,209
2020-06-26,Wandsworth,-55,-1,153,-50,-67,25,4,1133,0,175
2020-06-26,Enfield,-40,-3,100,-38,-48,18,1,1164,0,237
2020-06-26,Hillingdon,-53,-7,115,-75,-51,20,3,1073,0,214
2020-06-26,Croydon,-50,-2,132,-50,-53,20,3,1835,0,358
2020-06-26,Sutton,-54,-10,82,-55,-53,21,0,995,0,136
2020-06-26,Lewisham,-42,7,170,-48,-62,23,2,1188,0,226
2020-06-26,Haringey,-44,-7,176,-47,-58,21,0,730,0,177
2020-06-26,Barking And Dagenham,-41,-4,129,-32,-45,16,3,699,0,110
2020-06-26,Kensington And Chelsea,-73,-5,33,-61,-63,23,0,558,0,93
2020-06-26,Kingston Upon Thames,-52,-8,,-53,-59,23,0,733,0,110
2020-06-26,Ealing,-40,-2,149,-52,-53,20,1,1531,0,258
2020-06-26,Camden,-81,-32,65,-74,-68,25,1,686,0,126
2020-06-26,Waltham Forest,-37,-5,92,-44,-54,20,5,998,0,190
2020-06-26,City Of London,-94,-71,-72,-81,-74,,1,788,0,166
2020-06-26,Redbridge,-42,-3,150,-50,-53,20,1,1084,0,228
2020-06-26,Newham,-47,-4,171,-46,-53,19,5,1242,0,207
2020-06-26,Tower Hamlets,-69,-16,12,-59,-67,26,1,781,0,120
2020-06-26,Merton,-49,-6,86,-53,-56,22,1,932,0,161
2020-06-26,Islington,-77,-15,138,-68,-70,27,0,525,0,104
2020-06-26,Barnet,-44,-3,156,-47,-56,21,3,1558,0,326
2020-06-26,Bexley,-50,-2,90,-47,-52,20,1,1025,0,177
2020-06-26,Hammersmith And Fulham,-64,-16,125,-61,-64,25,0,736,0,109
2020-06-25,Waltham Forest,-34,-2,138,-46,-56,19,1,993,0,190
2020-06-25,Southwark,-60,-15,54,-66,-65,24,0,1425,0,164
2020-06-25,Wandsworth,-53,-3,170,-54,-69,26,3,1129,0,175
2020-06-25,Redbridge,-38,-3,201,-51,-55,19,0,1083,0,228
2020-06-25,Merton,-47,-4,105,-58,-59,22,2,931,0,161
2020-06-25,Enfield,-39,-1,130,-43,-49,17,4,1163,0,237
2020-06-25,Harrow,-46,-6,193,-54,-54,20,1,1275,0,298
2020-06-25,Sutton,-51,-8,96,-59,-55,21,2,995,0,136
2020-06-25,Kensington And Chelsea,-72,-4,46,-62,-64,22,1,558,0,93
2020-06-25,Barking And Dagenham,-37,0,143,-35,-46,15,2,696,0,110
2020-06-25,Lambeth,-65,-6,127,-69,-65,24,2,1351,0,245
2020-06-25,City Of London,-94,-73,-73,-82,-75,,0,787,0,166
2020-06-25,Bromley,-51,-4,93,-55,-62,23,0,1504,0,253
2020-06-25,Croydon,-49,-2,157,-54,-55,20,2,1832,0,358
2020-06-25,Bexley,-47,-2,105,-48,-54,20,3,1024,0,177
2020-06-25,Hammersmith And Fulham,-62,-17,154,-61,-66,23,4,736,1,109
2020-06-25,Kingston Upon Thames,-54,-7,,-56,-61,23,2,733,0,110
2020-06-25,Islington,-77,-16,154,-71,-71,27,0,525,0,104
2020-06-25,Richmond Upon Thames,-49,-1,132,-54,-66,24,1,533,0,109
2020-06-25,Havering,-45,-5,77,-50,-53,19,1,921,0,209
2020-06-25,Camden,-81,-34,77,-76,-71,25,1,685,0,126
2020-06-25,Newham,-48,-6,191,-53,-55,18,2,1237,0,207
2020-06-25,Greenwich,-45,3,108,-44,-58,21,1,942,0,174
2020-06-25,Brent,-46,-3,254,-46,-52,18,5,1728,0,377
2020-06-25,Haringey,-43,-7,194,-49,-60,21,1,730,0,177
2020-06-25,Hackney,-56,8,295,-56,-61,20,0,787,0,166
2020-06-25,Hounslow,-41,-6,122,-49,-54,20,10,1038,0,189
2020-06-25,Westminster,-86,-44,-14,-77,-67,24,1,759,0,128
2020-06-25,Tower Hamlets,-70,-20,34,-60,-69,26,0,780,0,120
2020-06-25,Barnet,-41,-3,200,-49,-57,21,2,1555,0,326
2020-06-25,Hillingdon,-52,-6,146,-76,-54,20,1,1070,0,214
2020-06-25,Ealing,-39,-3,195,-54,-54,19,3,1530,0,258
2020-06-25,Lewisham,-38,11,217,-53,-63,22,0,1186,0,226
2020-06-24,Bromley,-47,-5,90,-55,-63,23,0,1504,0,253
2020-06-24,Redbridge,-39,-2,196,-52,-55,19,0,1083,0,228
2020-06-24,Bexley,-45,-5,134,-48,-53,20,0,1021,1,177
2020-06-24,Barking And Dagenham,-39,-3,128,-42,-46,16,4,694,0,110
2020-06-24,Harrow,-45,-7,188,-51,-53,20,1,1274,0,298
2020-06-24,Barnet,-40,-5,186,-48,-57,21,0,1553,0,326
2020-06-24,Havering,-44,-6,85,-51,-53,19,3,920,0,209
2020-06-24,Brent,-46,-3,247,-43,-51,18,2,1723,0,377
2020-06-24,Hammersmith And Fulham,-62,-18,153,-63,-65,23,4,732,0,108
2020-06-24,Hackney,-56,7,290,-57,-61,21,1,787,0,166
2020-06-24,Enfield,-38,-3,122,-44,-48,18,1,1159,0,237
2020-06-24,Lewisham,-38,5,204,-53,-62,23,0,1186,0,226
